SKU,Inventory Quantity (Northwood),Inventory Quantity (Eastgate Mall),Inventory Quantity (Manukau),Inventory Quantity (Porirua),Inventory Quantity (Manners Street),Inventory Quantity (George Street),Inventory Quantity (Papanui),Inventory Quantity (Shirley),Inventory Quantity (Tower Junction),Inventory Quantity (Hornby),Inventory Quantity (Pakuranga),Inventory Quantity (New Plymouth Central),Inventory Quantity (Upper Hutt Central),Inventory Quantity (Whangaparaoa),Inventory Quantity (Westgate),Inventory Quantity (Pukekohe),Inventory Quantity (Te Awamutu),Inventory Quantity (Pine Hill),Inventory Quantity (Rolleston),Inventory Quantity (Rangiora),Inventory Quantity (Mount Roskill),Inventory Quantity (Whanganui),Inventory Quantity (Mt Wellington),Inventory Quantity (South Dunedin),Inventory Quantity (Lyall Bay),Inventory Quantity (South Island Dark Store),Inventory Quantity (Petone),Inventory Quantity (West City)
"=""2704307""",10,0,2,2,6,7,3,0,7,3,1,2,4,7,1,2,2,1,0,1,5,3,2,0,2,2,0,2
"=""2704293""",17,8,1,3,0,4,6,4,5,5,3,6,4,4,1,3,4,2,0,3,5,4,4,0,3,0,0,3
"=""2620901""",3,3,2,6,3,1,5,7,8,4,5,1,11,6,0,6,6,0,5,2,7,3,4,0,3,0,5,5
"=""2620928""",7,6,2,3,4,3,5,10,6,3,4,2,2,3,6,3,3,3,0,5,5,4,5,0,5,7,9,6
"=""2674246""",2,2,3,8,7,7,0,2,3,1,0,3,10,5,2,3,0,3,3,3,2,4,5,1,0,-1,2,2
"=""2700867""",5,6,4,3,3,17,10,12,6,8,3,5,13,15,13,3,2,5,3,19,6,3,4,24,9,13,1,2
"=""2699656""",9,4,5,4,30,4,7,1,30,33,4,30,7,2,6,3,32,2,5,6,1,30,4,0,7,0,6,2
"=""2698323""",4,5,6,2,9,4,15,6,4,4,2,5,6,3,1,2,4,4,1,18,2,2,0,1,3,3,6,1
"=""9012747""",7,6,0,6,6,0,2,2,14,2,8,8,4,7,6,10,3,12,14,2,10,9,2,13,0,0,0,0
"=""9012827""",0,1,0,2,2,0,0,1,2,1,2,0,1,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0
"=""9012816""",0,0,0,0,2,0,0,1,0,0,0,3,3,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0
"=""9012824""",4,2,2,2,2,1,3,3,2,2,2,2,0,0,1,2,2,0,0,2,0,0,2,0,0,0,0,0
"=""9012826""",4,2,2,2,1,2,3,3,2,2,2,2,0,0,1,2,2,0,0,1,0,0,2,0,0,0,0,0
"=""9012750""",9,4,0,5,13,5,9,10,9,2,5,4,4,2,3,5,2,3,4,5,5,4,10,0,3,0,2,9
"=""9012825""",5,0,2,2,2,2,3,3,2,2,2,2,1,1,2,2,2,0,0,4,1,0,2,0,0,0,0,0
"=""9012823""",7,1,0,2,0,2,2,3,1,3,2,3,1,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0
"=""9012818""",0,1,0,2,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"=""9012819""",9,0,0,1,0,0,3,0,3,3,2,3,0,0,1,2,3,0,0,1,0,0,0,0,0,0,0,0
"=""9012817""",1,0,3,3,3,1,0,0,2,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"=""9012820""",0,2,3,3,3,2,3,3,1,3,2,3,3,2,0,2,2,0,0,0,0,2,1,0,0,0,0,0
"=""9012828""",2,0,1,2,1,0,2,0,2,2,0,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0
"=""9012744""",2,5,2,3,8,1,6,9,9,4,5,4,1,3,5,8,1,5,5,7,4,6,12,4,3,6,4,3
"=""9012751""",2,7,0,0,1,1,2,9,3,0,5,0,0,1,8,9,0,0,2,5,0,5,7,0,0,1,0,0
"=""9012821""",0,0,2,0,1,0,1,2,0,1,2,2,0,1,0,3,1,0,0,0,0,0,2,0,0,0,0,0
"=""9012822""",2,0,0,2,1,2,0,1,1,1,1,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"=""9012748""",3,11,3,9,3,5,3,6,7,7,10,10,11,7,7,1,2,12,7,12,8,9,9,11,1,0,12,0
"=""9012749""",6,9,8,2,10,8,13,12,10,6,10,4,8,14,13,6,5,4,11,5,9,12,11,3,2,-1,6,0
"=""9012730""",18,13,1,11,2,12,5,12,9,11,23,1,1,24,14,1,11,3,11,4,1,3,13,3,3,0,3,3
"=""9012746""",5,14,4,5,6,3,10,16,3,4,8,2,5,11,10,3,5,2,35,10,9,0,11,10,7,0,5,6
"=""9012393""",5,2,2,3,3,1,2,2,2,3,5,4,7,3,3,5,1,2,5,1,3,4,5,4,0,0,4,3
"=""9012739""",7,2,1,0,2,3,2,2,5,2,4,2,2,1,2,2,4,1,5,1,4,3,16,7,2,0,2,2
"=""2592436""",6,6,6,6,1,11,6,4,7,1,9,4,6,1,8,6,6,3,6,5,4,6,7,0,5,3,3,4
"=""9012745""",1,7,3,3,9,4,7,9,2,1,17,11,0,0,8,12,12,15,0,0,3,2,6,1,1,-1,0,0
"=""2592444""",0,2,4,0,3,3,5,5,5,3,10,8,3,7,5,2,6,6,2,1,8,0,5,0,6,1,2,3
"=""9012728""",20,18,13,12,26,10,10,12,17,13,2,2,22,11,2,3,12,2,3,9,3,3,12,2,3,1,0,3
"=""9012729""",5,12,23,3,6,2,5,8,12,11,11,2,11,12,3,1,1,2,1,1,1,2,25,2,13,13,12,3
"=""9012727""",12,1,3,2,8,1,13,14,12,1,2,3,3,23,3,12,1,2,12,12,2,3,3,0,0,1,2,1
"=""9012741""",3,3,0,2,1,2,1,1,3,2,6,4,1,5,5,1,2,4,4,2,5,0,5,12,1,0,2,0
"=""9012725""",6,18,0,0,1,24,5,8,0,10,2,13,12,11,28,0,0,0,17,3,19,11,1,17,14,22,1,0
"=""9012742""",7,4,1,3,3,2,2,7,4,4,3,0,3,5,8,3,1,7,3,4,2,1,3,3,5,0,1,0
"=""9012341""",7,6,6,6,6,0,6,6,6,6,6,3,6,6,6,6,5,6,6,5,6,6,6,0,0,0,6,0
"=""9012394""",1,3,5,2,3,2,1,5,1,2,3,4,4,1,1,3,2,3,4,1,3,2,3,0,2,0,2,3
"=""9012733""",5,4,7,4,2,2,13,3,6,3,6,4,13,9,14,10,9,3,11,3,22,12,16,10,3,12,6,10
"=""9012737""",9,7,-1,9,3,4,3,8,10,6,6,14,6,3,5,9,7,14,9,11,1,21,1,13,4,0,0,3
"=""9012736""",8,8,1,14,6,8,7,7,7,10,6,12,11,4,16,10,8,14,11,6,12,11,9,10,3,0,2,6
"=""9012732""",2,11,21,0,7,1,5,12,7,10,7,3,3,3,12,11,11,2,10,13,10,12,7,11,1,0,1,8
"=""9012734""",2,12,9,11,11,2,2,9,2,10,9,10,10,5,8,12,1,13,10,11,5,18,12,11,1,0,10,5
"=""9012735""",4,6,8,13,4,7,8,2,9,1,5,13,6,13,9,11,5,11,11,16,10,2,9,1,1,0,0,1
"=""9012743""",2,2,5,1,3,3,3,2,6,2,4,4,3,4,0,2,0,1,7,1,5,0,2,5,2,0,3,5
"=""9012731""",8,7,3,21,4,0,7,8,12,1,7,4,6,14,6,12,1,3,15,12,12,2,10,8,3,0,10,6
"=""9012740""",9,3,6,5,0,5,3,1,6,6,0,0,0,3,0,0,0,12,3,4,13,0,0,1,16,0,0,2
"=""2695286""",1,3,5,4,4,2,3,3,5,2,2,2,8,4,3,2,2,3,6,7,2,6,4,5,1,6,3,2
"=""2692864""",5,3,1,3,3,8,8,2,4,1,2,2,1,2,1,5,2,2,7,6,2,11,3,0,5,0,6,2
"=""2692856""",4,2,2,2,6,2,5,5,2,1,2,3,6,-1,5,1,4,1,6,2,3,5,6,3,1,0,2,3
"=""2692872""",0,18,8,9,9,12,10,30,24,9,5,15,10,7,3,3,6,0,5,26,6,3,3,10,3,6,1,2
"=""2692880""",6,4,2,5,5,5,3,8,0,3,0,2,2,0,2,1,4,2,4,1,3,2,3,5,3,3,3,4
"=""2703726""",6,2,4,6,10,2,2,4,1,4,7,5,7,3,6,2,7,6,5,2,6,4,7,4,6,5,1,4
"=""2684470""",3,4,2,2,6,0,1,3,0,2,1,3,6,2,1,2,1,2,2,3,2,1,5,2,2,2,6,2
"=""9012809""",19,20,16,17,18,19,10,18,19,17,14,14,19,11,20,14,19,19,18,16,15,9,18,19,15,0,20,16
"=""2698218""",3,8,5,4,2,1,5,2,2,2,2,3,1,2,5,2,2,3,0,3,2,4,4,0,2,9,2,2
"=""2705672""",2,4,3,2,2,0,4,2,5,0,6,6,5,9,1,5,4,0,0,0,0,3,6,0,1,3,4,5
"=""9012409""",20,7,8,32,7,-7,24,7,28,4,37,13,5,5,3,11,38,0,0,13,3,10,18,0,28,12,8,0
"=""2705664""",1,0,0,5,2,2,6,5,3,3,5,2,7,0,4,3,3,0,0,4,0,3,9,0,3,0,1,2
"=""2705680""",3,0,4,6,0,5,4,8,4,4,3,6,6,7,0,5,0,0,0,1,1,8,4,2,3,0,4,5
"=""2705699""",1,1,4,2,3,1,8,3,2,3,3,8,1,3,1,5,4,0,0,5,1,10,3,2,0,5,5,5
"=""9012272""",1,1,1,0,0,0,0,2,1,2,0,2,2,1,1,0,2,0,0,1,2,0,3,0,2,6,3,0
"=""2707810""",6,5,4,10,12,5,2,3,4,5,4,5,4,3,8,4,3,7,7,0,0,0,6,0,0,0,6,1
"=""2707861""",6,2,3,2,1,4,5,7,6,6,3,5,4,4,11,3,6,3,4,7,3,3,3,2,6,0,3,9
"=""2707799""",0,0,48,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"=""2707837""",7,6,3,3,3,1,7,14,5,3,3,2,9,2,3,2,5,1,4,3,6,7,3,11,6,0,1,8
"=""2708086""",6,2,6,2,7,4,6,2,5,2,5,1,8,6,9,2,12,4,7,5,2,7,8,12,2,5,0,3
"=""2707985""",10,1,15,7,8,4,2,35,24,4,19,6,12,34,2,6,51,7,11,34,15,2,6,69,13,3,6,9
"=""2707896""",5,7,3,0,2,0,5,7,6,7,6,6,10,8,4,6,9,4,6,8,4,4,1,6,6,0,5,10
"=""2707977""",9,11,6,5,1,4,3,1,0,6,6,1,1,18,1,11,3,13,3,0,3,10,3,0,4,1,1,7
"=""2707918""",3,2,5,1,2,12,3,4,6,3,4,7,4,2,5,5,5,2,5,5,7,2,7,10,5,0,1,1
"=""2707950""",17,16,4,6,6,5,4,5,9,4,1,7,12,3,5,5,5,3,6,7,2,3,8,2,7,6,9,9
"=""2707926""",3,0,5,5,5,4,5,11,5,6,6,3,6,5,4,4,1,5,3,4,2,6,3,18,4,0,4,7
"=""2707845""",4,6,2,2,3,3,7,0,5,3,0,2,4,6,4,2,3,6,0,0,1,0,3,10,1,0,5,9
"=""2708094""",4,0,5,11,2,6,1,17,2,7,8,10,8,22,2,11,9,4,3,4,12,6,8,4,4,0,10,2
"=""2708108""",7,0,6,6,5,5,3,2,8,2,6,8,13,11,6,9,6,5,4,1,3,6,7,7,0,4,13,9
"=""2707853""",9,3,3,3,1,1,6,6,4,5,3,5,2,4,5,3,4,2,6,3,3,2,2,17,3,0,3,9
"=""2708302""",5,7,10,4,28,3,8,2,2,2,1,6,2,13,2,6,4,6,4,2,6,1,4,3,3,3,4,5
"=""2708299""",1,4,9,4,1,13,6,4,8,2,1,27,1,3,3,5,3,1,4,11,2,4,9,11,12,0,3,5
"=""2707969""",7,2,5,3,5,2,3,7,7,4,0,2,7,6,7,2,13,3,5,0,18,3,7,12,7,5,3,8
"=""2708248""",4,7,2,3,1,5,4,4,0,4,3,4,0,11,6,8,7,7,8,12,2,7,3,2,3,0,0,5
"=""2525380""",2,0,3,2,3,2,3,4,4,1,3,3,3,1,3,1,1,2,1,2,3,2,3,2,2,0,1,3
"=""34794""",5,4,14,3,3,5,2,3,5,7,6,2,9,13,10,11,3,4,9,1,2,4,7,3,0,0,12,11
"=""9012841""",4,2,2,1,2,2,4,7,1,2,5,2,1,0,2,5,5,0,0,6,5,7,3,0,2,6,2,2
"=""9012807""",17,17,18,15,16,14,11,14,14,14,15,14,14,18,14,13,14,14,17,24,17,14,15,0,17,2,21,18
"=""9012833""",2,1,4,3,2,3,5,2,3,1,6,5,3,3,0,4,1,0,0,1,5,1,0,0,0,0,3,7
"=""9012840""",1,1,2,0,3,4,3,5,1,1,5,3,1,0,0,4,4,0,0,3,1,12,5,0,1,3,0,5
"=""67902""",0,0,0,0,5,0,0,8,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"=""9000814""",0,0,5,2,0,1,1,0,0,0,5,3,0,0,0,6,5,2,3,0,13,0,6,0,0,-1,0,5
"=""9012120""",3,5,2,6,4,4,1,4,5,5,5,3,6,3,2,4,2,0,0,4,5,4,0,0,0,0,5,1
"=""2701863""",9,11,9,6,8,8,9,12,5,9,7,8,8,9,8,7,9,7,7,6,9,4,7,6,7,2,6,7
"=""2697912""",8,9,10,4,6,15,7,11,13,27,11,8,5,8,4,6,11,1,9,8,13,11,9,3,7,13,8,15
"=""2688131""",6,13,6,8,8,6,6,8,14,9,9,7,8,7,11,9,7,8,7,5,9,9,9,2,9,0,5,3
"=""2697904""",17,38,8,10,11,17,10,10,4,22,11,13,4,12,5,10,12,1,10,21,9,7,7,0,0,14,0,8
"=""2697920""",22,10,9,8,13,11,12,16,8,25,11,14,8,13,10,6,7,14,0,7,0,5,10,14,14,22,2,3
"=""2708574""",6,2,11,20,40,8,8,2,4,2,17,1,1,4,19,15,2,1,2,4,1,1,6,10,3,0,9,6
"=""2708507""",1,3,3,5,32,6,1,9,3,7,2,2,3,15,9,40,1,1,8,7,3,3,3,3,9,0,3,2
"=""2708531""",37,23,10,7,52,25,27,29,29,53,30,16,29,26,29,13,1,3,4,3,5,2,5,0,11,0,12,6
"=""9012849""",0,3,1,2,3,2,2,2,1,0,8,4,5,2,7,7,2,0,0,3,11,2,3,0,1,3,1,4
"=""2708388""",3,10,4,3,6,2,6,1,14,10,7,17,6,12,6,10,7,5,4,6,5,6,6,3,11,3,6,7
"=""2708426""",56,28,27,21,56,9,25,46,35,31,2,34,43,32,16,77,2,2,12,1,26,2,3,0,18,-1,23,4
"=""2708620""",3,4,1,12,33,5,3,4,2,6,3,1,1,3,4,30,3,2,8,4,5,2,3,2,11,0,2,2
"=""2708493""",6,2,6,0,2,6,0,6,2,6,7,1,5,2,3,5,1,3,2,2,6,3,3,5,3,1,3,6
"=""2708566""",5,3,10,26,40,4,1,12,13,33,8,3,8,22,19,52,3,1,1,0,3,5,2,0,7,-1,7,6
"=""2708582""",10,4,16,1,39,3,3,7,2,9,3,19,12,3,3,6,3,2,3,1,3,3,5,14,12,0,33,0
"=""2708590""",5,6,10,3,2,2,1,7,7,10,6,4,1,8,8,7,2,3,5,1,6,4,3,13,5,0,6,6
"=""2708450""",6,2,5,1,3,1,3,5,6,2,4,3,1,1,2,8,3,3,2,0,4,4,3,3,3,1,1,4
"=""2708434""",6,2,11,2,1,6,0,2,3,1,7,3,1,6,0,3,0,2,5,0,2,1,3,0,5,1,6,3
"=""2708523""",0,2,3,3,2,1,2,4,3,2,1,2,3,1,2,1,6,1,1,1,1,6,2,7,40,0,0,1
"=""2708418""",9,4,14,5,33,2,1,2,1,20,3,1,1,8,18,38,3,3,3,3,3,2,3,6,6,0,2,10
"=""2708558""",32,7,13,3,46,6,15,13,17,31,5,7,29,31,21,50,3,2,9,3,3,4,2,0,5,2,13,6
"=""2708612""",8,1,9,1,3,4,11,7,10,6,5,6,7,6,6,12,11,4,11,6,9,12,1,0,9,2,9,6
"=""2708442""",2,5,6,6,2,4,3,8,5,5,4,1,4,3,6,9,5,6,4,4,2,7,3,5,3,0,4,5
"=""2708604""",4,1,3,2,5,0,3,2,1,4,4,9,1,3,6,5,1,4,2,4,2,3,4,2,6,0,5,6
"=""2708477""",2,5,2,6,2,2,5,3,3,4,7,3,5,2,2,2,2,5,5,15,5,2,7,8,5,0,5,6
"=""2708515""",1,2,3,6,0,2,2,1,3,2,3,3,1,3,0,2,3,2,1,2,2,2,0,3,10,1,5,0
"=""2708469""",5,1,5,6,2,2,0,3,3,2,5,0,1,3,2,2,1,2,6,0,3,4,2,2,1,0,2,5
"=""2708337""",11,13,8,8,8,13,7,6,6,9,3,14,3,14,12,5,10,11,6,4,4,2,6,0,0,-2,4,1
"=""2707659""",9,2,7,3,9,10,0,4,4,0,2,6,9,2,3,3,13,3,7,1,7,6,4,0,0,0,4,2
"=""2707993""",0,6,6,0,1,0,0,1,2,0,0,6,3,4,2,1,0,1,0,0,8,6,3,1,0,1,0,8
"=""2708396""",1,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,3,0,0,0,0,3,0,0,0,0,0,0
"=""2707888""",9,4,2,10,2,4,4,11,10,11,4,1,3,11,7,2,2,4,0,2,3,3,7,12,6,0,2,14
"=""2708353""",7,4,5,5,3,13,5,5,7,3,7,5,19,5,12,5,11,7,7,7,5,8,3,15,5,6,6,4
"=""2707683""",6,3,2,5,5,8,6,0,17,2,2,6,13,4,8,1,3,4,12,12,2,6,8,0,7,-1,25,13
"=""2708159""",10,7,5,1,8,7,12,12,3,2,9,11,4,3,11,7,5,11,12,5,7,1,5,8,0,0,10,1
"=""2707632""",5,0,4,7,8,0,4,10,10,3,2,13,3,7,11,14,9,5,8,15,7,5,5,2,0,14,0,5
"=""2708043""",7,12,7,12,7,12,7,8,4,6,4,35,7,8,14,6,10,5,8,7,5,2,3,2,7,5,10,6
"=""2708221""",5,2,4,3,3,4,8,3,1,1,6,0,3,2,7,5,10,5,6,4,5,3,3,3,5,0,0,5
"=""2708019""",9,5,5,8,6,7,7,6,12,12,6,6,20,3,3,5,11,1,12,7,5,2,5,8,6,5,-1,7
"=""2708000""",4,4,5,6,7,4,8,10,3,7,1,11,13,5,6,5,3,12,4,1,3,5,5,2,3,6,13,8
"=""2708140""",26,72,20,7,22,18,0,89,5,65,1,9,21,9,7,6,0,30,20,7,9,5,0,11,7,0,1,12
"=""2708256""",11,9,4,6,5,1,13,23,17,5,7,30,3,6,6,5,7,2,5,14,2,5,3,10,6,0,4,4
"=""2707675""",0,0,2,7,1,1,0,27,0,0,4,11,0,1,6,2,0,0,1,0,0,4,3,0,0,0,1,7
"=""2707934""",6,7,0,2,2,3,4,11,0,5,2,15,10,5,5,6,12,5,7,12,5,7,9,9,0,0,13,7
"=""2708310""",0,0,0,9,0,1,0,32,0,3,6,0,0,6,1,0,0,0,0,0,4,1,5,0,7,0,-1,4
"=""2707756""",3,4,10,4,3,0,12,10,4,3,7,1,2,5,6,5,3,2,9,0,0,0,0,0,0,0,3,3
"=""2708035""",5,7,4,5,2,3,3,5,12,6,1,3,3,2,2,7,5,4,2,7,5,8,8,7,7,0,2,6
"=""2707624""",6,2,1,6,3,6,3,11,3,1,2,2,2,2,1,9,5,4,0,7,3,2,9,4,2,0,1,3
"=""2708345""",7,2,2,13,6,8,5,8,7,13,8,6,9,9,6,2,4,2,6,17,4,4,8,5,9,5,8,3
"=""2708272""",4,4,8,3,1,2,2,1,1,5,3,4,3,6,7,0,7,0,4,5,1,6,10,4,4,5,3,3
"=""2708183""",8,12,7,7,4,7,5,7,3,13,1,1,2,12,10,3,13,5,19,5,6,1,6,3,9,5,6,2
"=""2708051""",4,11,3,1,5,12,2,6,2,1,5,27,12,3,5,1,8,1,6,6,3,7,5,11,10,-1,7,4
"=""2708027""",14,7,4,2,5,8,5,9,6,9,5,2,5,2,15,1,9,1,6,20,4,11,5,13,2,7,12,6
"=""2707667""",4,3,6,6,7,7,2,12,4,2,5,0,0,9,12,3,10,1,4,4,4,3,3,16,12,3,7,4
"=""2707713""",0,1,4,7,-1,0,1,2,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"=""2708213""",6,1,10,8,4,12,9,4,2,10,6,5,5,5,4,0,9,4,6,6,5,5,5,4,3,0,0,8
"=""2708167""",8,8,6,4,2,6,5,7,12,1,7,1,36,1,11,11,5,12,3,3,9,7,13,12,7,4,2,7
"=""2707764""",10,5,6,4,2,0,2,11,6,12,2,11,4,2,8,5,0,2,8,4,0,0,0,0,0,0,3,3
"=""2708361""",5,3,3,8,2,5,12,10,11,6,7,4,7,13,9,6,5,5,6,0,2,5,7,8,3,0,4,9
"=""2708175""",10,5,3,5,1,4,2,3,5,5,4,14,4,6,9,8,4,3,4,4,2,13,2,4,0,3,9,11
"=""2707608""",12,11,0,0,2,0,1,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"=""2707942""",9,10,11,12,1,2,2,15,9,7,6,11,15,6,4,8,10,4,3,6,11,6,12,2,2,0,4,2
"=""2707616""",12,8,13,3,8,8,15,10,11,7,6,24,16,10,3,1,16,8,12,7,5,3,9,11,3,7,2,25
"=""2707691""",3,6,3,4,6,2,2,28,3,3,5,1,3,8,6,5,3,4,6,2,8,11,5,0,3,0,6,10
"=""2708280""",9,3,6,1,7,6,7,3,12,3,4,23,12,7,6,5,3,5,5,7,2,2,10,0,6,7,2,2
"=""2707802""",6,6,5,7,2,2,10,7,7,1,3,2,4,3,4,1,1,5,8,4,5,14,9,5,2,0,3,8
"=""2707594""",0,2,5,3,1,0,2,0,0,4,7,0,0,0,11,5,0,0,4,0,4,2,5,0,0,0,1,6
"=""2707772""",3,7,4,5,2,7,7,7,2,2,3,2,2,6,6,2,1,0,3,5,4,1,2,4,7,0,5,2
"=""2708078""",2,4,2,2,2,12,2,12,3,12,5,24,4,8,7,2,7,5,2,0,5,3,7,12,8,0,7,4
"=""2708205""",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"=""9012628""",5,7,4,4,3,1,3,1,9,3,4,3,2,6,6,6,1,0,0,5,4,3,7,0,4,0,-2,4
"=""9012254""",1,1,4,3,3,2,3,2,2,1,2,2,2,2,3,1,1,2,3,2,1,3,3,1,2,0,2,1
"=""9012247""",3,2,3,3,3,3,3,6,2,3,2,2,2,2,3,3,2,1,2,3,3,3,3,2,3,0,1,1
"=""9012878""",3,1,2,9,1,1,3,1,2,2,5,4,3,2,4,5,1,0,0,4,2,4,2,0,2,0,3,1
"=""9012832""",4,2,4,3,1,2,4,1,1,6,6,3,3,3,0,4,3,0,0,1,6,2,0,0,1,-1,1,7
"=""2703394""",3,7,7,4,5,5,4,6,1,5,8,3,0,5,5,3,0,6,8,5,8,8,3,6,2,0,4,8
"=""9012754""",11,9,36,10,5,12,8,5,4,4,5,4,3,7,3,2,6,7,77,11,5,10,10,12,15,47,25,8
"=""9012765""",0,0,0,9,2,1,0,0,-2,0,8,0,0,1,0,6,0,15,0,0,0,10,15,0,4,-2,7,11
"=""9012859""",4,2,1,1,2,2,0,5,9,3,9,0,2,1,0,0,1,0,0,2,5,1,4,0,0,1,3,3
"=""9012250""",0,1,1,2,2,2,3,0,2,2,3,1,5,2,3,1,1,2,3,2,2,1,3,1,1,0,2,0
"=""69039""",0,0,0,-8,0,0,0,0,0,0,7,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,1,1
"=""9012870""",4,8,5,5,7,0,5,13,5,11,9,8,1,10,5,9,4,5,2,4,6,14,7,9,8,0,0,0
"=""9012656""",7,6,5,3,2,4,5,10,5,8,13,3,1,13,1,10,5,12,4,0,4,15,11,4,16,4,4,5
"=""9012711""",16,19,0,12,2,1,5,2,8,0,13,0,20,13,18,1,9,22,13,6,1,21,4,13,9,0,0,16
"=""9012252""",1,2,2,2,3,3,2,0,2,2,3,2,3,2,3,3,2,3,2,2,2,1,3,3,2,0,1,0
"=""9012810""",20,20,6,19,14,9,6,21,0,17,14,19,4,16,6,17,16,16,14,20,20,16,6,0,15,0,6,6
"=""9012877""",3,10,1,12,0,10,4,6,1,6,4,5,1,1,3,2,0,0,0,6,1,6,4,0,3,0,4,7
"=""9012882""",5,5,5,1,4,3,3,5,0,0,8,8,2,6,11,6,5,9,1,10,7,7,7,7,7,-1,4,7
"=""2701308""",4,6,4,5,3,4,4,12,3,5,5,6,0,3,3,4,5,4,4,2,6,3,4,3,3,0,1,4
"=""9012766""",1,26,2,5,3,3,4,5,4,3,6,6,9,6,0,8,6,6,5,3,2,9,5,1,9,0,12,9
"=""2704714""",4,1,4,2,4,2,5,6,3,1,2,5,5,2,4,3,1,2,2,2,1,-1,3,0,2,-1,9,2
"=""9012869""",1,3,2,5,2,6,1,6,3,3,10,4,7,0,5,1,0,5,7,4,7,7,7,4,0,1,0,0
"=""9012698""",13,10,20,9,8,23,7,5,41,9,10,15,24,16,2,9,0,16,24,14,16,19,20,13,15,0,7,6
"=""2701588""",8,13,10,14,4,7,13,9,12,15,13,16,9,10,13,12,6,7,5,9,11,12,11,2,27,0,5,4
"=""9012657""",0,3,0,6,1,-11,3,3,2,5,0,4,0,3,1,4,12,3,4,1,3,1,2,1,5,6,2,3
"=""9012360""",2,0,1,1,4,4,0,5,1,4,1,3,2,1,1,2,2,2,5,-1,1,3,0,6,1,0,2,2
"=""69684""",6,1,2,3,0,3,3,1,1,2,2,2,3,1,3,3,1,1,3,7,2,2,3,4,1,1,3,3
"=""2693933""",5,1,2,2,2,0,1,1,1,0,2,1,3,4,2,1,12,0,2,4,0,1,7,3,3,0,2,6
"=""9012862""",2,10,3,2,2,3,4,6,6,2,5,2,2,1,2,6,2,1,7,4,5,3,3,1,1,0,3,1
"=""9012753""",54,52,32,41,4,1,48,55,56,8,52,2,42,9,10,47,57,1,10,56,55,14,61,8,4,0,31,0
"=""9012244""",3,3,2,2,2,7,2,2,3,4,2,2,2,2,3,3,3,2,2,3,3,2,3,3,2,0,1,1
"=""9012222""",1,0,3,0,2,2,1,4,2,0,2,0,1,2,0,2,2,0,0,0,0,2,1,1,0,0,0,2
"=""9012806""",4,4,3,2,2,3,2,8,0,1,4,1,2,0,6,6,0,1,2,-1,13,7,2,5,2,4,3,4
"=""9012881""",7,4,4,1,5,4,3,4,2,2,7,7,3,4,3,4,7,7,1,12,7,5,8,10,3,0,4,7
"=""9012268""",2,3,2,1,0,0,0,1,2,0,0,2,5,0,1,1,2,0,0,1,4,3,4,0,1,0,3,1
"=""9012221""",0,0,1,6,2,3,0,2,0,1,1,1,0,0,0,0,0,3,0,0,0,2,3,6,1,0,0,2
"=""9012358""",0,3,2,2,2,1,0,7,3,2,1,3,2,2,1,1,0,0,2,3,2,2,2,1,2,0,1,2
"=""2699974""",7,3,7,4,2,8,5,3,2,3,1,4,4,14,8,7,11,5,8,0,1,0,5,3,3,2,5,8
"=""2698196""",7,3,3,3,4,2,1,1,2,1,2,4,14,4,5,4,4,3,2,3,2,3,6,1,3,4,0,2
"=""9012808""",18,10,9,12,19,13,8,17,8,13,17,19,9,1,8,10,7,18,6,8,8,10,15,13,22,1,7,2
"=""9012256""",4,3,2,1,1,2,2,2,2,1,3,2,4,3,1,1,3,2,2,2,2,2,4,1,2,0,2,2
"=""9012858""",1,1,3,4,2,0,2,2,0,2,7,1,4,4,5,8,4,0,0,1,11,4,0,0,0,0,1,5
"=""9012073""",0,0,0,0,0,0,3,17,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0
"=""2697262""",3,2,5,1,2,3,2,4,4,2,0,2,5,6,3,4,2,2,3,3,2,4,4,7,2,8,3,4
"=""9012767""",1,8,5,8,6,4,8,2,3,4,3,3,9,4,5,9,5,3,6,6,10,8,6,2,7,0,14,9
"=""2701332""",6,2,3,2,3,3,4,6,7,2,2,1,2,2,0,2,3,4,5,1,4,3,5,3,2,0,1,2
"=""9012144""",3,3,3,3,3,1,3,4,3,2,3,3,3,7,1,3,1,2,2,3,2,3,3,2,2,0,0,0
